Text,Source,URL
"""Lutadora morre após traumatismo craniano em luta contra trans.""","— Utilizador de Facebook,     22 março 2023",https://observador.pt/factchecks/fact-check-lutadora-de-mma-morre-depois-de-combate-contra-adversario-trans/
"""Muitas pessoas todos os anos, às vezes mais de 100 mil, e apesar da vacina, morrem de gripe. Vamos fechar o nosso país? Não"".","— Donald Trump,  Presidente dos Estados Unidos da América,   Twitter  06 outubro 2020",https://observador.pt/factchecks/fact-check-covid-19-e-muito-menos-letal-que-a-gripe/
"""Stephen Nolan, locutor da BBC Radio, disse que um dos melhores tenistas de todos os tempos, Novak Djokovic, é 'uma ameaça para os serviços de saúde'""","— Utilizador de Facebook,     09 janeiro 2022",https://observador.pt/factchecks/fact-check-locutor-da-bbc-radio-disse-que-novak-djokovic-e-uma-ameaca-para-os-servicos-de-saude/
"“O objetivo de chegar ao início deste verão com 70% da população adulta vacinada contra a Covid-19 com pelo menos uma dose foi atingido na passada sexta-feira [9 de julho], antecipando a meta que tinha sido definida pelo Governo”","— Ministério da Saúde,     10 julho 2021",https://observador.pt/factchecks/fact-check-governo-conseguiu-antecipar-objetivo-de-vacinacao-contra-a-covid-19/
“Governo suíço que legalizar relações sexuais entre pais e filhos”,"— site Sempre Questione?,     30 setembro 2019",https://observador.pt/factchecks/fact-check-governo-suico-quer-legalizar-incesto-entre-pais-e-filhos/
"""Deputada Claudia Perestrelo, eleita pelo PS, enfermeira e que estava em confinamento, furou essa regra para poder ir fazer campanha""","— Utilizador do Facebook,    Acusação dirigida a deputada do PSD  13 fevereiro 2021",https://observador.pt/factchecks/fact-check-deputada-do-psd-furou-confinamento-para-fazer-campanha/
"""O Conselho Superior de Finanças Públicas é quase todo constituído por membros de origem estrangeira.""","— Utilizador de Facebook,     02 maio 2023",https://observador.pt/factchecks/fact-check-quase-todos-os-membros-do-conselho-superior-de-financas-publicas-tem-origem-estrangeira/
"""Mais de 1.100 cientistas e profissionais em todo o mundo assinaram uma Declaração Mundial do Clima (WCD) afirmando que não há emergência climática.""","— Utilizador de Facebook,     28 agosto 2022",https://observador.pt/factchecks/fact-check-declaracao-assinada-por-cerca-de-1200-cientistas-profissionais-prova-que-emergencia-climatica-nao-existe/
"""Venho, por este meio, requisitar um favor pessoal com máxima discrição sobre o caso Rui Pinto. Gostaria de pedir que seja concedida a medida de coação mais leve. De modo a evitar que se venham a revelar publicamente outros assuntos mais sérios que ponham em causa o Estado Português""","— Utilizador de Facebook,     28 setembro 2020",https://observador.pt/factchecks/fact-check-e-mail-mostra-ministra-da-justica-a-pedir-ao-supremo-libertacao-de-rui-pinto/
"""A vacina de RNA da Moderna contém luciferina dissolvida em 66,6 ml de fosfato. Isto é real? Preciso de pesquisar isto. É muito macabro para ser real""","— Utilizador de Facebook,     15 dezembro 2020",https://observador.pt/factchecks/fact-check-vacina-da-moderna-contem-luciferina/
"""Há jogadores que não estão comprometidos a 100% com o Barça, lembro-me de outros tempos em que existia outro ambiente no balneário... Há jogadores que parecem funcionários de uma empresa, vêm treinar e olham para as horas para se irem embora""","— Lionel Messi,     22 maio 2021",https://observador.pt/factchecks/fact-check-messi-disse-que-colegas-nao-estao-comprometidos-a-100-com-o-barcelona/
"“O presidente de Ruanda, Paul Kagame, acaba de nomear um menino de 19 anos como ministro. Patrick NKURIZA, 19 anos de idade, foi nomeado Ministro de Novas Tecnologias e Desenvolvimento de Ruanda por Paul KAGAMÉ. Como diz o ditado; ‘Para as almas bem nascidas, o valor não espera os anos’.”","— Utilizador de Facebook,     06 outubro 2020",https://observador.pt/factchecks/fact-check-jovem-de-19-anos-foi-nomeado-ministro-no-ruanda/
“Zaragatoas podem causar dano nos neurónios”,"— Utilizador do Facebook,     07 julho 2020",https://observador.pt/factchecks/fact-check-testes-sao-feitos-com-zaragatoas-infetadas-e-aumentam-risco-de-outras-doencas/
"""Ato criminoso"". Publicação do Facebook mostra imagem da Feira de Famalicão lotada e sugere que presidente da câmara seja autuado por desobediência.","— Utilizador do Facebook,     08 abril 2020",https://observador.pt/factchecks/fact-check-fotografia-mostra-a-feira-de-famalicao-lotada-a-8-de-abril-durante-o-estado-de-emergencia/
"""O PAN é contra a criminalização do abandono de idosos nos hospitais mas defende a criminalização do abandono de animais de companhia""","— Francisco Rodrigues dos Santos,  presidente do CDS,    04 janeiro 2022",https://observador.pt/factchecks/fact-check-pan-e-contra-a-criminalizacao-do-abandono-de-idosos-nos-hospitais-como-diz-francisco-rodrigues-dos-santos/
"""Vamos lembrar este facto todas as semanas até a Câmara Municipal de Lisboa se consciencializar de que a muralha está em perigo de derrocada!!""","— Utilizador de Facebook,     20 março 2023",https://observador.pt/factchecks/fact-check-muralha-do-forte-de-santa-apolonia-em-lisboa-esta-em-perigo-de-derrocada/
"""Portugal é falado lá fora pelas piores razões.
Segundo o El Mundo somos o país da Europa que menos luta contra a corrupção, atrás da Turquia, Sérvia e Roménia. Fora com a canalhada XUXA, estão a fazer do nosso país uma Venezuela da Europa.""","— Utilizador de Facebook,     11 agosto 2021",https://observador.pt/factchecks/fact-check-el-mundo-escreveu-que-portugal-e-o-pais-que-menos-combate-a-corrupcao-e-ilustrou-com-foto-de-costa/
"Senhor primeiro-ministro, quando o seu SIRESP, [o sistema] que o senhor criou, que o senhor decidiu, de que o senhor é autor, falhou no exato momento em que não podia falhar, o Estado colapsou","— Luís Montenegro,  líder parlamentar do PSD,   debate sobre o Estado da Nação  12 julho 2017",https://observador.pt/factchecks/antonio-costa-criou-o-siresp/
"ONU promoveu um artigo que defende os ""benefícios da fome""","— Utilizador do Facebook,     30 julho 2022",https://observador.pt/factchecks/onu-promoveu-artigo-sobre-beneficios-da-fome/
"""Ator Keanu Reeves falou sobre viver a vida em plenitude"".","— Utilizador de Facebook,     29 julho 2019",https://observador.pt/factchecks/fact-check-keanu-reaves-escreveu-texto-sobre-como-viver-em-plenitude/
"""Oh, João, não esperava isso [críticas sobre faltas aos trabalhos parlamentares]... Eu fui candidato presidencial.""","— André Ventura,     09 janeiro 2022",https://observador.pt/factchecks/fact-check-candidatura-as-presidenciais-explica-ausencias-de-andre-ventura-no-parlamento/
"""Não entres em mais nenhuma loja chinesa! Custa-me a acreditar numa coisa destas [sequestros e tráfico de órgãos] mas…""","— Utilizador do Facebook,     02 outubro 2019",https://observador.pt/factchecks/portugueses-foram-sequestrados-em-lojas-de-chineses-para-trafico-de-orgaos/
Pilotos vacinados caíram mortos no meio do voo.,"— Utilizador de Facebook,     28 outubro 2021",https://observador.pt/factchecks/fact-check-pilotos-estao-a-morrer-durante-o-voo-depois-de-serem-vacinados-contra-a-covid-19/
Ronaldo a caminho do Benfica. Jorge Mendes está em Lisboa.,"— Utilizador do Facebook,     20 julho 2020",https://observador.pt/factchecks/fact-check-capa-da-bola-noticiou-que-cristiano-ronaldo-estaria-a-caminho-do-benfica/
"""Estádio lotado com presença de Lula gritou Lululadrão teu lugar é na prisão. Torcida do Vasco receciona Lula com direitos a música""","— Utilizador do Instagram,     14 novembro 2022",https://observador.pt/factchecks/fact-check-adeptos-do-clube-vasco-da-gama-receberam-lula-com-gritos-de-o-teu-lugar-e-na-prisao/
"""Brasão de armas da federação russa semelhante ao brasão da família Rotchscild""","— Utilizador de Facebook,     03 março 2022",https://observador.pt/factchecks/fact-check-federacao-russa-e-familia-rothschild-partilham-brasao-de-armas-semelhante/
"""Chegou a ministra sem nunca ter trabalhado, e já tutela a Policia Politica que começou a implementar. Nova PIDE com um lápis Rosa vai decidir o que é discurso de ódio e o que não é, nas redes sociais. 25 de Abril foi-se...""","— Utilizador do Facebook,    Acusação dirigida à ministra da Presidência  06 julho 2020",https://observador.pt/factchecks/fact-check-mariana-vieira-da-silva-chegou-a-ministra-sem-ter-trabalhado/
"""Mulher de director da SIC arranja emprego no governo”.","— Utilizador de Facebook,     28 abril 2021",https://observador.pt/factchecks/fact-check-mulher-de-ricardo-costa-arranjou-emprego-no-governo/
"“A minha principal preocupação neste momento é formar mais doutorados, porque a procura de doutorados é hoje bastante superior à oferta. Temos que formar mais doutores. No caso do concurso individual, não temos doutores para todas as vagas.”","— Manuel Heitor,  ministro da Ciência, Tecnologia e Ensino Superior,   em entrevista ao Público  01 fevereiro 2019",https://observador.pt/factchecks/fact-check-portugal-tem-pleno-emprego-para-os-investigadores-doutorados/
"“Cuidado portugueses, portagens automáticas Ascendi estão programadas para roubar assumindo Classe 2 em veículos Classe 1”","— Utilizador do Facebook,     27 dezembro 2021",https://observador.pt/factchecks/fact-check-portagens-da-ascendi-estao-programadas-para-roubar-condutores-cobrando-tarifas-de-classe-2-a-veiculos-de-classe-1/
"""Antes de inserir o seu cartão no ATM pressione o botão CANCELAR do ATM. Neste momento vai automaticamente ser cancelado todo a manobras programada pelo ladrões que desejam roubar o seu PIN (sic)""","— Utilizador do Facebook,     10 agosto 2020",https://observador.pt/factchecks/fact-check-pressionar-a-tecla-cancelar-no-multibanco-evita-burlas-bancarias/
"""Então quer dizer que a Kirchner, cujo Ministério Público argentino havia recém pedido 12 anos de prisão por corrupção e lavagem de dinheiro, usou um de seus mais fiéis apoiadores para encenar uma tentativa de assassinato? É isso mesmo?""","— Utilizador de Facebook,     05 setembro 2022",https://observador.pt/factchecks/fact-check-foto-de-vice-presidente-da-argentina-com-apoiante-prova-que-ataque-a-cristina-kirchner-foi-encenado/
"""Tsunami atinge a costa da Turquia depois do terceiro terramoto.""","— Utilizador de Facebook,     06 fevereiro 2023",https://observador.pt/factchecks/fact-check-a-turquia-foi-atingida-por-um-tsunami-depois-dos-sismos/
"""O FDA que está comprometido com esta trampa até à medula vem agora dizer que foi enganado pela Pfizer sobre a segurança das vacinas!""","— Utilizador do Facebook,     12 fevereiro 2022",https://observador.pt/factchecks/fact-check-regulador-norte-americano-acusou-a-pfizer-de-manipular-informacoes-sobre-a-seguranca-da-vacina-contra-a-covid-19/
"""Primeiro-ministro do Canadá, Justin Trudeau, envolvido nos escândalos de Jeffrey Epstein pelo testemunho que o ex-piloto do milionário apresentou em tribunal""","— Utilizador de Facebook,     07 dezembro 2021",https://observador.pt/factchecks/fact-check-cnn-disse-que-primeiro-ministro-do-canada-foi-envolvido-no-julgamento-sobre-jeffrey-epstein/
Viaturas mostram tanques de guerra da tropa russa a passarem por cima de carros na Ucrânia,"— Utilizador de Facebook,     25 fevereiro 2022",https://observador.pt/factchecks/carro-de-combate-russo-esmaga-carro-civil/
Os coronavírus sobrevivem 5 dias no plástico?,"— Atribuída à Medscape,  Site de informação para médicos,   Partilha no facebook  17 março 2020",https://observador.pt/factchecks/os-coronavirus-sobrevivem-5-dias-no-plastico-e-4-dias-no-papel/
"""Fevereiro próximo, não poderá voltar para sua vida. Porque fevereiro de 2022 traz:
4 domingos
4 segunda-feira
4 terça-feira
4 quarta-feira
4 quinta-feira
4 sexta feira
4 sábados.
.
Isso acontece uma vez a cada 823 anos.
Isso é chamado de MiracleIn.""","— Utilizador de Facebook,     08 janeiro 2022",https://observador.pt/factchecks/fact-check-fevereiro-com-semana-completa-repetida-quatro-vezes-so-acontece-a-cada-823-anos/
"“Jair Bolsonaro, do PL, tem 44%, com margem de erro tem de 42 a 46. Luiz Inácio Lula da Silva, do PT, aparece com 32%, com a margem de erro, de 30 a 34%.”","— Utilizador de Facebook,     22 agosto 2022",https://observador.pt/factchecks/fact-check-bolsonaro-tem-44-dos-votos-em-sondagem/
"AS TREVAS JÁ NÃO ESTÃO SE ESCONDENDO.
(...)
Esse é o novo Tênis lançado pelo Lil Nas X em parceria com a nike, e por causa disso várias marcas estão atrás do Rapper para ter parceria...
Txê, esses têm coragem...
O tênis tem o nome de ""Air max Satan shoes"" Sapatos de satanás.","— Utilizador de Facebook,     14 abril 2021",https://observador.pt/factchecks/fact-check-nike-lancou-tenis-satanicos-em-parceria-com-o-rapper-lil-nas-x/
"""Bolsonaro levou para casa a réplica do estádio do Qatar avaliada em 96 milhões.""","— Utilizador do Facebook,     19 abril 2023",https://observador.pt/factchecks/fact-check-bolsonaro-roubou-replica-do-estadio-do-qatar-avaliada-em-96-milhoes/
"""Isto é uma notícia de 1927 que mostra que a América foi vendida a cinco multimilionários: os Rothschild, Rockefeller, DuPont, Harriman e Warburg.""","— Utilizador de Facebook,     25 agosto 2021",https://observador.pt/factchecks/fact-check-artigo-de-jornal-de-1927-refere-que-cinco-multimilionarios-compraram-os-eua/
"""Fotografia rara da modelo Mona Lisa com Leonardo da Vinci em Florença, em 1504.""","— Utilizador de Facebook,     28 maio 2023",https://observador.pt/factchecks/fact-check-imagem-mostra-rara-fotografia-de-da-vinci-e-mona-lisa/
"""Petróleo baixa há 6 meses e os combustíveis sobem 50% há 6 meses""","— Utilizador de Facebook,     27 fevereiro 2021",https://observador.pt/factchecks/fact-check-preco-do-petroleo-desce-ha-seis-meses-e-combustiveis-ficaram-50-mais-caros/
"""O defensor da 'saúde pública' mais influente do mundo aparentemente veio a duvidar da tecnologia por trás das injeções de mRNA, após sua implantação em mais de 7,34 bilhões de braços em todo o mundo.""","— Utilizador de Facebook,     10 novembro 2021",https://observador.pt/factchecks/fact-check-bill-gates-disse-que-as-vacinas-contra-a-covid-19-sao-ineficazes/
"""Catarina Martins tem empreendimentos turísticos e paga 1,90 euros por hora a funcionários""","— Utilizador de Facebook,     10 abril 2023",https://observador.pt/factchecks/fact-check-catarina-martins-tem-empreendimentos-turisticos-e-paga-190-euros-hora-aos-funcionarios/
"""ONU quer implementar microchips em toda a humanidade"".","— Utilizador de Facebook,     19 fevereiro 2021",https://observador.pt/factchecks/fact-check-onu-planeia-implementar-identificacao-biometrica-a-todos-ate-2030/
"""Porque os nossos filhos não têm ninguém para os defender das máscaras obrigatórias! Vão andar o dia inteiro a respirar CO2 em níveis tóxicos e muitos pais acham normal, porque acreditam na DGS"".","— Utilizador do Facebook,     13 setembro 2020",https://observador.pt/factchecks/fact-check-alunos-de-mascara-respiram-niveis-toxicos-de-dioxido-de-carbono/
"França: em 10 meses, 10 monumentos queimados! Notre-Dame de Paris em abril 2019, Saint-Sulpice em Paris em março de 2019... (...). Imagine se uma mesquita fosse queimada. Todos os meios de comunicações não iriam parar falar sobre isso.""","— Utilizador de Facebook Ricardo Leão,     23 abril 2019",https://observador.pt/factchecks/ha-uma-onda-de-incendios-intencionais-em-igrejas-francesas/
"""O McDonald’s está a enganar as pessoas na venda de copos de refrigerantes.""","— Utilizador de Facebook,     23 dezembro 2022",https://observador.pt/factchecks/fact-check-cadeia-de-fast-food-esta-a-enganar-os-consumidores-com-o-tamanho-dos-copos-de-refrigerante/
"Montagem mostra Catarina Martins, António Costa e Jerónimo de Sousa e a evolução, entre 2015 e 2019, dos preços do barril do petróleo e do gasóleo em Portugal.","— Utilizador do Facebook,     02 março 2020",https://observador.pt/factchecks/gasoleo-foi-42-centimos-mais-caro-em-2019-do-que-em-2015-e-o-preco-do-barril-de-petroleo-caiu/
"""Em Taiwan já admitem que há mais vítimas da vassassina que do Trojan-19!""","— Utilizador do Facebook,     22 dezembro 2021",https://observador.pt/factchecks/fact-check-morreram-mais-pessoas-em-taiwan-vitimas-da-vacina-que-por-causa-do-novo-coronavirus/
"""A Pfizer-BioNTech utiliza tecnologia de nanopartículas lipídicas da Acuitas Therapeutics baseada em BC. A Fundação Trudeau detém uma participação de 40% na Acuitas, tanto através de propriedade direta de ações como indireta, através de empresas fictícias.""","— Utilizador de Facebook,     20 fevereiro 2022",https://observador.pt/factchecks/fact-check-justin-trudeau-detem-cerca-de-40-de-empresa-que-produz-componentes-para-a-pfizer/
"""Inenarrável para não dizer execrável. Isto agora explica muita coisa...Polícias vão receber bónus por multas e detenções""","— Utilizador de Facebook,     03 abril 2021",https://observador.pt/factchecks/fact-check-policias-vao-receber-bonus-por-multas-e-detencoes-em-plena-pandemia/
"""Quanto ganham os jovens por mês? 4000€: Tiago 'Cunha' Ramos""","— Utilizador de Facebook,     11 novembro 2022",https://observador.pt/factchecks/fact-check-salario-de-assessor-tiago-cunha-aparece-destacado-em-relatorio-como-o-unico-jovem-que-recebe-4000e/
Conhecemos a Holanda e os holandeses do massacre de Srebrenica. Sabemos como é podre o caráter deles desde o massacre de 8 mil bósnios.,"— Recep Tayyip Erdoğan,  Presidente da Turquia,   em declarações à televisão turca, citado pela AFP  14 março 2017",https://observador.pt/factchecks/a-holanda-e-responsavel-pelo-massacre-de-srebrenica/
"""Real Gayo, acrescenta orgulho ao teu próximo hambúrguer. Suave e atrevida.""","— Utilizador de Facebook,     04 junho 2022",https://observador.pt/factchecks/fact-check-real-gayo-cria-maionese-arco-iris-celebrar-o-mes-do-orgulho-lgbt/
"""Cristiano Ronaldo já marcou na Arábia Saudita"".","— Utilizador de Facebook,     01 janeiro 2023",https://observador.pt/factchecks/fact-check-ronaldo-ja-marcou-o-primeiro-golo-ao-servico-do-al-nassr/
"""A Mariana Fonseca foi condenada a uma pena suspensa de 4 anos, tendo ficado em liberdade. A Mariana Fonseca participou num homicídio mais a sua amiga, onde juntas, assassinaram brutalmente Diogo Gonçalves"".","— Utilizador de Facebook,     28 abril 2021",https://observador.pt/factchecks/fact-check-mariana-fonseca-foi-libertada-com-pena-suspensa-apesar-de-ter-assassinado-diogo-goncalves-no-algarve/
"“Sua pele escureceu e bolhas estouraram pelo corpo, devido a destruição do fígado!! Vacina Chinesa causa cirrose aguda grave!!”","— Utilizador de Facebook,     28 outubro 2020",https://observador.pt/factchecks/fact-check-medico-chines-morreu-depois-de-ser-vacinado-com-coronavac/
Portugal tem uma das mais baixas taxas de letalidade por Covid-19 do mundo?,"— Utilizador de Facebook,     13 novembro 2020",https://observador.pt/factchecks/fact-check-portugal-tem-uma-das-mais-baixas-taxas-de-letalidade-por-covid-19-do-mundo/
Adriano Moreira escreveu texto que fala de indecorosos privilégios dos políticos,"— Utilizador de Facebook,     19 agosto 2021",https://observador.pt/factchecks/adriano-moreira-escreveu-texto-que-fala-de-indecorosos-privilegios-dos-politicos/
“Todas as instituições internacionais falharam nas suas previsões”,"— Mário Centeno,  Ministro das Finanças,   Apresentação do Economic Survey of Portugal, OCDE  06 fevereiro 2017",https://observador.pt/factchecks/previsoes-das-instituicoes-internacionais-sobre-o-defice-falharam-sera-mesmo-assim-parte-ii/
"""Bandeira de guerra é hasteada no Palácio da Alvorada, em Brasília.""","— Utilizador de Facebook,     21 dezembro 2022",https://observador.pt/factchecks/fact-check-bandeira-hasteada-na-residencia-oficial-do-presidente-do-brasil-significa-declaracao-de-guerra/
Tribunal Constitucional Austríaco proíbe máscaras em escolas.,"— Utilizador do Facebook,     03 janeiro 2021",https://observador.pt/factchecks/fact-check-tribunal-constitucional-austriaco-proibiu-as-mascaras-nas-escolas/
"“O vírus Corona originou-se da cidade de Wuhan na China e agora chegou a todos os cantos do mundo, mas este vírus não chegou à capital da China: Pequim e a capital econômica: Xangai perto de Wuhan, porquê…?”","— Página de Facebook ""Movimento Armilar Lusitano"",     04 abril 2020",https://observador.pt/factchecks/fact-check-nao-houve-casos-de-covid-19-em-pequim-e-xangai/
"""Anúncio de 1936 da Coca-Cola com referências nazis""","— Utilizador de Facebook,     28 dezembro 2021",https://observador.pt/factchecks/fact-check-anuncio-de-1936-da-coca-cola-com-referencias-nazis-e-verdadeiro/
"""CARNE HUMANA encontrada em Fábricas de Carnes do McDonald's nos EUA
Inspetores encontraram carne humana e carne de cavalo no congelador da fábrica de carne de um MCDONALD'S de Oklahoma City.""","— Utilizador do Facebook,     17 dezembro 2021",https://observador.pt/factchecks/fact-check-encontrada-carne-humana-em-fabricas-de-carne-de-cadeia-internacional-de-restaurantes-de-fast-food/
"""Portugal gasta mais que a média europeia em termos de Saúde e tem uma prestação muito pior que essa mesma média""","— Rui Rio,  presidente do PSD,    05 janeiro 2022",https://observador.pt/factchecks/fact-check-portugal-gasta-mais-em-saude-que-a-media-da-ue-e-tem-cuidados-muito-piores-como-alega-rui-rio/
"Com o fim das moratórias torna-se premente e necessário tomar medidas políticas musculadas! Assim taxar segundas habitações de privados que não pratiquem rendas sociais é o caminho que preconizamos, chegou o momento de a burguesia capitalista pagar de vez a sua factura social.","— Utilizador de Facebook,    numa suposta citação de Catarina Martins.  17 abril 2021",https://observador.pt/factchecks/fact-check-catarina-martins-quer-taxar-segundas-habitacoes-de-privados-que-nao-pratiquem-rendas-sociais/
"Após 40 anos de pesquisa, não há vacina contra sida. Após 76 anos, não há vacina contra influenza. Após 100 anos, não há vacina contra cancro. Mas depois de apenas 6 meses existe uma vacina contra um ""vírus"" que apareceu ""de repente"" e aqueles que questionam esta vacina são conspiradores sem cérebro","— Utilizador de Facebook,     20 outubro 2021",https://observador.pt/factchecks/fact-check-vacina-contra-covid-19-apareceu-em-seis-meses-apesar-de-nao-haver-vacina-contra-sida-influenza-ou-cancro/
"Gleisi Hoffmann disse: ""Não vejo motivo algum para abajularem (sic) Airton (sic) Senna. Ele era apenas um corredor de carro e nada mais. Lula sim é a verdadeira história do Brasil""","— Utilizador do Facebook,     19 maio 2020",https://observador.pt/factchecks/fact-check-deputada-do-pt-disse-que-ayrton-senna-era-apenas-um-piloto-e-que-a-historia-do-brasil-e-lula-da-silva/
"""Se Cristiano Ronaldo fosse argentino já teríamos ganho três mundiais. 
#Maradona""","— Utilizador de Facebook,     19 dezembro 2022",https://observador.pt/factchecks/fact-check-maradona-disse-que-se-cristiano-ronaldo-fosse-argentino-a-selecao-ja-teria-conquistado-antes-a-terceira-taca-de-campeao-mundial/
Foi considerada a melhor foto deste século. Uma leoa e o seu filhote estavam atravessando a savana (...). Um elefante percebeu que seu filhote morreria e o levou na sua tromba até uma poça d'água caminhando ao lado da mãe.,"— Utilizador de Facebook,     17 dezembro 2020",https://observador.pt/factchecks/fact-check-elefante-a-salvar-a-cria-de-uma-leoa-foi-considerada-a-foto-do-seculo/
As máscaras só protegem do vírus do medo.,"— Utilizador do Facebook,     20 maio 2020",https://observador.pt/factchecks/fact-check-as-mascaras-so-protegem-do-virus-do-medo/
"Mulher dá à luz 11 gémeos, todos saudáveis.","— Utilizador do Facebook,     01 julho 2018",https://observador.pt/factchecks/mulher-deu-a-luz-11-gemeos-todos-saudaveis/
"""Eita! roubaram o celular da menina na frente do ladrão Lula""","— Utilizador de Facebook,     16 setembro 2022",https://observador.pt/factchecks/fact-check-telemovel-foi-roubado-da-mao-do-proprietario-durante-um-comicio-de-lula-e-mesmo-em-frente-ao-candidato-as-presidenciais/
"""Gouveia e Melo disse 'que morram os outros, morram em vez de mim"".","— Utilizador de Facebook,     02 abril 2021",https://observador.pt/factchecks/fact-check-coordenador-da-task-force-disse-que-morram-os-outros-em-vez-de-mim-quando-questionado-sobre-a-vacinacao/
"""É curioso que nenhum juiz condenado/processado por corrupção foi expulso pela magistratura"".","— Utilizador de Facebook,     11 outubro 2021",https://observador.pt/factchecks/fact-check-nenhum-juiz-condenado-por-corrupcao-foi-expulso-da-magistratura/
"""Fotografia das escadarias da livraria Lello no Porto"".","— Utilizador de Facebook,     06 julho 2021",https://observador.pt/factchecks/fact-check-fotografia-mostra-interior-da-livraria-lello-no-porto/
"""Militar preso da FAB. O militar detido por drogas é filiado ao PT. Pronto! Resolvido o mistério""","— Página de Facebook Bolsominion Gamer,     27 junho 2019",https://observador.pt/factchecks/militar-que-transportava-cocaina-na-comitiva-de-bolsonaro-e-militante-do-pt/
"""Agricultor ucraniano rouba míssil Soyuz""","— Utilizador de Facebook,     26 abril 2022",https://observador.pt/factchecks/fact-check-fotografia-mostra-um-agricultor-ucraniano-a-rebocar-um-missil-russo/
"Como estabelecido pelo Tratado sobre o Funcionamento da União Europeia, o Banco Central Europeu, como instituição europeia, responde perante o Parlamento Europeu. (…) Esta é a posição institucional do BCE que tenho necessariamente de cumprir, não podendo pois participar nos trabalhos da Comissão.","— Vítor Constâncio,  vice-presidente do BCE,   em carta à Comissão de Inquérito ao Banif  03 maio 2016",https://observador.pt/factchecks/fact-check-constancio-pode-mesmo-faltar-comissao-inquerito-ao-banif/
"""Enquanto isso em Portugal, Alexandre de Moraes jantando com o José Dirceu! Abre os olhos Brasil! Depois pode ser tarde demais!""","— Utilizador de Facebook,     12 julho 2022",https://observador.pt/factchecks/fact-check-juiz-do-supremo-tribunal-do-brasil-foi-apanhado-a-jantar-com-ex-ministro-de-lula-em-lisboa/
Veneno tóxico nas zaragatoas do teste da Covid-19?,"— Utilizador de Facebook,     28 março 2021",https://observador.pt/factchecks/fact-check-zaragatoas-usadas-em-testes-a-covid-19-sao-esterilizadas-com-veneno-toxico/
"""Interpol disponível para averiguar os rendimentos de Ana Gomes para saber com que dinheiro fez um palácio em zona protegida”","— Utilizador de Facebook,     28 março 2021",https://observador.pt/factchecks/fact-check-interpol-esta-disponivel-para-averiguar-os-rendimentos-de-ana-gomes-em-portugal/
