Text,Source,Label,URL
"Vaticano lançou mesmo um selo comemorativo da JMJ com o Padrão dos Descobrimentos.
A imagem motivou reacções de indignação nas redes sociais por parte de vários utilizadores, que fizeram notas sobre as semelhanças entre a ilustração presente no selo e algumas do Secretariado de Propaganda Nacional.
Por acaso foi uma ideia genial ir buscar a imagem para o selo da JMJ aos arquivos do Secretariado de Propaganda Nacional e meter o logo ali no cantinho. ????? pic.twitter.com/mmBoVDwDre",twitter,Verdadeiro,https://www.publico.pt/2023/05/16/sociedade/noticia/vaticano-lancou-selo-comemorativo-jmj-padrao-descobrimentos-2049786
“Um em cada cinco funcionários públicos está a usar bancos alimentares e 35% saltaram refeições porque não têm comida. É grotesco que Liz Truss possa usufruir de 115 mil libras anuais”,"Mark Serwotka, secretário-geral do Sindicato dos Serviços Públicos e Comerciais",Verdadeiro,https://www.publico.pt/2022/10/28/mundo/noticia/liz-truss-vai-receber-apoio-anual-vitalicio-115-mil-libras-2025702
"Em declarações à TSF, a 27 de Julho, o deputado comunista, António Filipe, membro da comissão parlamentar de Defesa, referiu que o cartão de ex-combatente não era reconhecido como título de acesso gratuito dos seus portadores aos transportes públicos.",NONE,Verdadeiro,https://www.publico.pt/2021/07/31/politica/noticia/cartao-excombatente-nao-valido-transportes-publicos-1972267
"Eurico Brilhante Dias lançou uma acusação muito grave sobre os outros grupos parlamentares e sobre os outros deputados que participam na comissão parlamentar de inquérito, de que teria partido da comissão parlamentar de inquérito (CPI) à TAP a fuga de informação.",Joaquim Miranda Sarmento,Verdadeiro,https://www.publico.pt/2023/05/26/politica/noticia/lider-parlamentar-ps-lancou-acusacao-deputados-fuga-informacao-tap-2051176
"“Na altura, Costa atribuiu a culpa aos caprichos de São Pedro. Disse: ‘São Pedro goza de um estatuto de imunidade que está acima das responsabilidades.’”","Rodrigo Saraiva, deputado da Iniciativa Liberal",Verdadeiro,https://www.publico.pt/2022/12/16/politica/noticia/costa-atribuiu-cheias-2014-caprichos-sao-pedro-2031789
“Quem deve prevenir não conseguiu prevenir. E quem deve prevenir são as autoridades”,O contexto,Parcialmente verdadeiro,https://www.publico.pt/2021/05/14/politica/noticia/marcelo-criticou-falhanco-autoridades-festa-sporting-1962617
“Houve sete deputados do grupo [a que o PCP pertence] que votaram contra esta resolução na companhia de um deputado da extrema-direita e de quatro deputados não inscritos”,"Pedro Silva Pereira, eurodeputado do PS (CNN Portugal), 1 de Março de 2022",Parcialmente verdadeiro,https://www.publico.pt/2022/03/04/politica/noticia/pcp-votou-resolucao-parlamento-europeu-condenacao-invasao-ucrania-lado-extremadireita-1997537
“Nós no Bloco trabalhamos para descer as propinas. A Iniciativa Liberal não só quer reverter esse processo como quer pôr os estudantes a pagarem integralmente o custo do ensino e a ficarem endividados o resto da vida.”,Catarina Martins,Verdadeiro,https://www.publico.pt/2022/01/07/politica/noticia/il-quer-estudantes-pagarem-integralmente-custo-ensino-superior-1991088
"""Não há alteração ao que está contratado”",Esclarecimento do gabinete de António Costa ao jornal Observador sobre as dúvidas legais levantadas pelo teor do seu despacho.,Verdadeiro,https://www.publico.pt/2022/08/05/politica/noticia/despacho-endesa-nao-altera-contratado-estado-2016297
"“No Algarve temos 40 campos de golfe que usam água potável – água que poderíamos beber e que faz falta às populações, numa região que está a ratear a água para consumo humano.”","Pedro Filipe Soares, deputado e líder parlamentar do Bloco de Esquerda",Parcialmente verdadeiro,https://www.publico.pt/2022/07/23/politica/noticia/ha-40-campos-golfe-algarve-usarem-agua-potavel-2014699
,"Se um ministro for acusado, a própria Constituição até diz o que deve acontecer. A Constituição diz – e ninguém propôs nenhuma alteração no processo de revisão constitucional – é que, se houver um ministro acusado, a Assembleia da República delibera se deve ou não deve suspender as suas funções.""Primeiro-ministro, António Costa",Verdadeiro,https://www.publico.pt/2023/01/31/politica/noticia/ministro-acusado-crime-ar-decide-suspende-funcoes-costa-2037044
"“A diminuição da população é óbvio que não é um problema da gestão de Rui Moreira, vem de há décadas no Porto. Mas, por exemplo, a perda de alunos nas nossas escolas, que vai do pré-escolar até ao ensino secundário, é clara e notória. Perdemos 20% dos alunos em oito anos, o que revela bem a perda de competitividade do sector educativo quer para outros concelhos, quer com a perda de população”",Vladimiro Feliz,Verdadeiro,https://www.publico.pt/2021/09/17/politica/noticia/porto-sentiu-quebra-20-alunos-matriculados-ultimos-oito-anos-1977778
“[...] o ‘Manel’ que está há quatro anos à espera de uma consulta de oncologia e não tem no SNS [...]”,Francisco Rodrigues dos Santos no debate de líderes na RTP 1,Falso,https://www.publico.pt/2022/01/20/sociedade/noticia/sns-doentes-ha-quatro-anos-espera-consulta-oncologia-1992415
"“Apresentação dos membros da candidatura à comissão executiva da Iniciativa Liberal, com a presença de Tiago Mayan, ex-candidato à Presidência da República, em Aveiro. Para garantir a participação efectiva de todos, teremos serviço de babysitting 3 – 12 anos”","Carla Castro, candidata à presidência da comissão executiva da Iniciativa Liberal",Verdadeiro,https://www.publico.pt/2022/12/23/politica/noticia/candidata-il-servico-babysitting-lancamento-candidatura-2032544
“Estamos a falar de um parque de campismo em situação de insolvência em que o Estado é o maior credor” ,"Eduardo Cabrita, ministro da Administração Interna",Falso,https://www.publico.pt/2021/05/07/politica/noticia/estado-maior-credor-empreendimentos-zmar-1961678
Impostos diminuem nos Açores.,redes sociais,Verdadeiro,https://www.publico.pt/2021/04/30/economia/noticia/impostos-vao-baixar-acores-1960767
"""As autoridades romenas precisavam de provas de que Andrew Tate estava no país e para isso terão usado as suas publicações nas redes sociais. O seu vídeo ridículo de ontem com uma pizza de um cadeia de pizzarias romena, Jerry’s Pizza, confirmou que ele estava no país.""","Alejandra Caraballo, utilizadora do Twitter",Parcialmente verdadeiro,https://www.publico.pt/2022/12/30/impar/noticia/caixa-pizza-denunciou-andrew-tate-autoridades-romenas-2033232
“Ninguém proibiu ninguém de ter o ensino online.”,"António Costa, primeiro-ministro, no programa Circulatura do Quadrado, TVI24, 27 de Janeiro de 2021",Falso,https://www.publico.pt/2021/01/28/politica/noticia/privados-dado-aulas-online-ultimos-15-dias-1948283
“A Madeira é a região do país com a melhor taxa de vacinação”,"Rubina Leal, deputada do PSD na Assembleia Legislativa da Madeira",Falso,https://www.publico.pt/2021/06/30/sociedade/noticia/madeira-regiao-pais-melhor-taxa-vacinacao-1968524
“O decreto hoje promulgado pelo Presidente da República é uma importante notícia para a estabilidade da vida dos docentes. Com este diploma milhares de professores vão finalmente ser vinculados. Para muitos acabarão os dias 'da casa às costas'”.,"António Costa, Twitter, 8 de Maio",Parcialmente verdadeiro,https://www.publico.pt/2023/05/12/sociedade/noticia/novo-regime-concursos-acabara-professores-casa-costas-2049483
"Esta imagem mostra 100 mil pessoas a festejar o campeonato nas ruas de Nápoles.
Analisemos esta imagem de duas formas distintas: a primeira prende-se com a sua origem. Uma pesquisa no Google permite perceber onde é que esta fotografia foi partilhada, mas, mais importante ainda, fornece datas dessas mesmas publicações. Uma das primeiras vezes em que esta fotografia surgiu online foi num num vídeo de Tik Tok na passada terça-feira. Neste vídeo, surgem ainda mais duas fotografias do mesmo estilo, mostrando os mesmos problemas que iremos enunciar mais abaixo.
Ou seja, mesmo que fosse uma imagem verídica, as datas não coincidiam com as descrições feitas. Também no Twitter existiram publicações anteriores à noite de quinta-feira, algo que desmonta por completo a ideia de que a fotografia retrata os festejos do título napolitano.",twitter,Falso,https://www.publico.pt/2023/05/05/desporto/noticia/imagem-mostra-100-mil-pessoas-festejar-campeonato-ruas-napoles-2048569
"“Neste momento, o grupo que mais infecção tem, de todos, é o dos 0 aos 9 anos, particularmente dos 5 aos 9 porque é o único que não está vacinado”","Directora-geral da Saúde, Graça Freitas, em entrevista à RTP a 1 de Dezembro",Inconclusivo,https://www.publico.pt/2021/12/03/sociedade/noticia/grupo-etario-infeccao-covid19-criancas-abaixo-9-anos-1987344
"""Nós, no PSD, somos fundadores do Serviço Nacional de Saúde (SNS). Estamos com o SNS.”","Adão Silva, líder parlamentar do PSD",Falso,https://www.publico.pt/2021/07/23/politica/noticia/psd-fundador-sns-adao-silva-1971419
"“Se um empregador aumentar o salário médio bruto em 20%, o empregado tem uma subida de 16%, (...) mas a colecta de IRS sobe mais de 30%”.","Carlos Guimarães Pinto, deputado da Iniciativa Liberal",Verdadeiro,https://www.publico.pt/2022/07/20/sociedade/noticia/aumento-20-salario-bruto-medio-sobe-30-colecta-irs-2014415
Já têm o Dístico de Carro Eléctrico? Sabiam que é obrigatório e caso não o tenham pode levar multa?,NONE,Parcialmente falso,https://www.publico.pt/2022/12/13/sociedade/noticia/distico-azul-obrigatorio-carros-electricos-dar-multa-facebook-2031320
"“Quem pode fazer cessar as funções de chairman e de CEO [da TAP] é a assembleia geral, não é um despacho governamental”",".Presidente da República, Marcelo Rebelo de Sousa, no dia 9 de Março em entrevista à RTP e ao PÚBLICO",Verdadeiro,https://www.publico.pt/2023/03/10/economia/noticia/governo-nao-demitir-ceo-tap-despacho-2041970
"""Durante os seis anos do meu Governo, o peso dos impostos no Produto Interno Bruto desceu um ponto percentual”","António Costa, no frente-a-frente com Rui Rio",Falso,https://www.publico.pt/2022/01/13/economia/noticia/costa-baixou-peso-impostos-pib-ponto-percentual-1991838
“Há um número que esse não tenho dúvida que é o reforço do programa chamado MAREESS que foram 25 mil novas pessoas que estão a trabalhar nos lares e que permitem aumentar o cuidado relativamente aos nosso idosos.”,"António Costa, primeiro-ministro",Parcialmente verdadeiro,https://www.publico.pt/2021/12/17/politica/noticia/ha-25-mil-novas-pessoas-trabalhar-lares-antonio-costa-1989092
"“Constatamos que infelizmente as companhias de aviação não têm cumprido a sua obrigação e, por isso, alterámos o quadro contra-ordenacional e passaremos a aplicar uma coima de 20 mil euros por cada passageiro que seja desembarcado no território português sem que esteja devidamente testado”","António Costa, primeiro-ministro, em conferência de imprensa",Verdadeiro,https://www.publico.pt/2021/11/26/economia/noticia/ha-passageiros-desembarcar-teste-covid19-obrigatorio-1986514
Estou aqui há quatro anos e estes quatro anos são o recorde nacional da liderança da oposição. Não há ninguém que tenha resistido quatro anos na liderança da oposição.,Intervenção de Rui Rio no conselho nacional do passado sábado,Verdadeiro,https://www.publico.pt/2022/02/22/politica/noticia/rui-rio-detem-recorde-lideranca-oposicao-1996415
